sitename,x,y,detection_history.o1,detection_history.o2,detection_history.o3,year
6R246A,429143,4795427,0,0,0,2020
6R247A,433958,4793190,0,0,0,2020
6R248A,435452,4793534,0,0,0,2020
6R249-A,410575,4798133,0,0,0,2020
6R250-A,414090,4800139,0,0,0,2020
6R251-A,418725,4797633,0,0,0,2020
6R252-A,411408,4801894,0,0,0,2020
6R253-A,412412,4802266,0,0,0,2020
6R254-A,418416,4802372,0,0,0,2020
6R255-A,419024,4833341,0,0,0,2020
6R256-A,422782,4834834,0,0,0,2020
6R257-A,419035,4838006,0,0,0,2020
6R258-A,419396,4836850,0,0,0,2020
6R259-A,418215,4839678,0,0,0,2020
6R259-B,417851,4842169,0,0,0,2020
6R260-A,422823,4839797,0,0,0,2020
6R261-A,440806,4851867,0,0,0,2020
6R262-A,443806,4854667,0,0,0,2020
6R263-A,447006,4854267,0,0,0,2020
6R264-A,434806,4858153,0,0,0,2020
6R264-B,436593,4856640,0,0,0,2020
6R265-A,441937,4855937,0,0,0,2020
6R266-A,445500,4855370,0,0,0,2020
6R490,456312,4775952,0,0,0,2020
6R491,460116,4774858,0,0,0,2020
6R501,442717,4780527,0,0,0,2020
6R502,447359,4778640,0,0,0,2020
6R503,458905,4779207,0,0,0,2020
6R504,463380,4779422,0,0,0,2020
6R505,467370,4779405,0,0,0,2020
6R515,444315,4784873,0,0,0,2020
6R516,448549,4782591,0,0,0,2020
6R530,429444,4790214,0,0,0,2020
6R531,431533,4789573,0,0,0,2020
6R532,436814,4791082,0,0,0,2020
6R538,428524,4793322,0,0,0,2020
6R539,433861,4795953,0,0,0,2020
6R540,438032,4794849,0,0,0,2020
6R544,410702,4799247,0,0,0,2020
6R545,412604,4797634,0,0,0,2020
6R546,417283,4798885,0,0,0,2020
6R555,409698,4802767,0,0,0,2020
6R556,413646,4803069,0,0,0,2020
6R557,416732,4803723,0,0,0,2020
6R594,417162,4833558,0,0,0,2020
6R595,420305,4834355,0,0,0,2020
6R596,416243,4837720,0,0,0,2020
6R597,421056,4837635,0,0,0,2020
6R599,420771,4841369,0,0,0,2020
6R600,441980,4852986,0,0,0,2020
6R601,444457,4853217,0,0,0,2020
6R602,447367,4852429,0,0,0,2020
6R604,438756,4855105,0,0,0,2020
6R605,443346,4856853,0,0,0,2020
7R109A,460358,4700812,0,0,0,2020
7R109B,458982,4700117,0,0,0,2020
7R110A,464425,4703899,0,0,0,2020
7R110B,464988,4705332,0,0,0,2020
7R123,388860,4720516,0,0,0,2020
7R124,393812,4722617,0,0,0,2020
7R125,393594,4725121,0,0,0,2020
7R131A,461415,4706553,0,0,0,2020
7R131B,459307,4705692,0,0,0,2020
7R143A,428250,4708329,0,0,0,2020
7R143B,430644,4708889,0,0,0,2020
7R144A,459794,4710226,0,0,0,2020
7R144B,460498,4708987,0,0,0,2020
7R145A,464494,4708554,0,0,0,2020
7R145B,463337,4708357,0,0,0,2020
7R149,389750,4725700,0,0,0,2020
7R151A,425492,4714097,0,0,0,2020
7R151B,423794,4712020,0,0,0,2020
7R152A,428200,4712622,0,0,0,2020
7R152B,429500,4713468,0,0,0,2020
7R153A,464479,4712771,0,0,0,2020
7R153B,465403,4714565,0,0,0,2020
7R159A,424339,4717837,0,0,0,2020
7R159B,423817,4716263,0,0,0,2020
7R160A,428166,4716832,0,0,0,2020
7R160B,429350,4716442,0,NA,0,2020
7R174,393435,4739261,0,0,0,2020
7R175,397693,4742206,0,0,0,2020
7R179,402458,4740396,0,0,0,2020
7R180A,435568,4728420,0,0,0,2020
7R180B,436160,4727495,0,0,0,2020
7R181A,441664,4728543,0,0,0,2020
7R181B,441011,4727591,0,0,0,2020
7R184,394765,4744958,0,0,0,2020
7R185A,435105,4732103,0,0,0,2020
7R185B,436338,4730925,0,0,0,2020
7R186A,442159,4733921,0,0,0,2020
7R186B,440788,4732392,0,0,0,2020
7R198,399197,4743171,0,0,0,2020
7R201A,467668,4739924,0,0,NA,2020
7R201B,465920,4742073,0,0,NA,2020
7R202A,471074,4741594,0,0,NA,2020
7R202B,470402,4740806,0,0,NA,2020
7R203A,475064,4741977,0,0,0,2020
7R203B,475452,4740117,0,0,NA,2020
7R206A,467314,4745811,0,0,0,2020
7R206B,468701,4745108,0,0,0,2020
7R207A,472683,4743811,0,0,0,2020
7R207B,472363,4744996,0,0,0,2020
7R208A,475257,4744882,0,0,NA,2020
7R208B,475107,4745997,0,0,NA,2020
7R209A,468660,4747865,0,0,0,2020
7R209B,466742,4749511,0,0,0,2020
7R210A,470978,4748731,0,0,0,2020
7R210B,471752,4747478,0,0,0,2020
7R214,445054,4755026,0,0,0,2020
7R215,448340,4756294,0,0,0,2020
7R226,444783,4759881,0,0,0,2020
7R228,447702,4760156,0,0,0,2020
7R229,452676,4760150,0,0,0,2020
7R230,457572,4760527,0,0,0,2020
7R24A,444267,4679561,0,0,0,2020
7R24B,444347,4677443,0,0,0,2020
7R25A,448281,4678237,0,0,0,2020
7R25B,449116,4677349,0,0,0,2020
7R304A,389799,4791549,0,0,0,2020
7R304B,389050,4789596,0,0,0,2020
7R305A,395513,4791724,0,0,0,2020
7R305B,394514,4790196,0,0,0,2020
7R306A,399321,4790688,0,0,0,2020
7R306B,399444,4789513,0,0,0,2020
7R307A,390798,4795425,0,0,0,2020
7R307B,388579,4796502,0,0,0,2020
7R308A,395128,4795655,0,0,0,2020
7R308B,394043,4795400,0,NA,NA,2020
7R309A,397922,4794245,0,0,0,2020
7R309B,398508,4795075,0,0,0,2020
7R30A,443495,4681717,0,0,0,2020
7R30B,443207,4682976,0,0,0,2020
7R31A,447759,4682498,0,0,0,2020
7R31B,449524,4682777,0,0,0,2020
7R320A,402922,4690096,0,0,0,2020
7R320B,399951,4688855,0,0,0,2020
7R339A,423361,4709075,0,0,0,2020
7R339B,423540,4707897,0,0,0,2020
7R342,367234,4716953,0,0,0,2020
7R343,370867,4718396,0,0,0,2020
7R344,374302,4716839,0,0,0,2020
7R345,367187,4720603,0,0,0,2020
7R346,372061,4722734,0,0,0,2020
7R347,374545,4721383,0,NA,0,2020
7R348,362101,4736473,0,0,0,2020
7R349,365331,4734937,0,0,0,2020
7R350,362014,4741000,0,0,0,2020
7R351,365881,4739865,0,0,0,2020
7R352,363363,4743220,0,0,0,2020
7R353,365775,4744806,0,0,0,2020
7R42A,445282,4686378,0,0,0,2020
7R42B,445533,4688093,0,0,0,2020
7R43A,449764,4687275,0,0,0,2020
7R43B,449949,4686011,0,0,0,2020
7R58A,404721,4689349,0,0,0,2020
7R58B,404737,4692098,0,0,0,2020
7R59A,421472,4688769,0,0,0,2020
7R59B,422887,4689174,0,0,0,2020
7R60A,425738,4690952,0,0,0,2020
7R60B,425895,4688794,0,0,0,2020
7R674,379476,4760040,0,0,0,2020
7R675,382192,4759956,0,0,0,2020
7R676,386165,4758788,0,0,0,2020
7R677,374773,4763997,0,0,0,2020
7R678,379512,4763676,0,0,0,2020
7R681,413126,4762077,0,0,0,2020
7R682,417565,4763836,0,0,0,2020
7R683,413656,4769339,0,0,0,2020
7R684,417126,4767403,0,0,0,2020
7R686,378903,4771063,0,0,0,2020
7R687,383864,4771711,0,0,0,2020
7R688,417037,4772157,0,0,0,2020
7R689,432213,4772040,0,0,0,2020
7R690,435082,4771885,0,0,0,2020
7R692,378331,4775347,0,0,0,2020
7R693,382347,4775848,0,0,0,2020
7R695,432624,4775037,0,0,0,2020
7R696,444783,4759881,0,0,0,2020
7R71A,401517,4694652,0,0,0,2020
7R71B,403608,4694720,0,0,0,2020
7R72A,405817,4693588,0,0,0,2020
7R72B,405493,4694930,0,0,0,2020
7R73A,420197,4695568,0,0,0,2020
7R73B,420134,4694332,0,0,0,2020
7R74A,424359,4693423,0,0,0,2020
7R74B,425751,4695379,0,0,0,2020
7R87A,402598,4696606,0,0,0,2020
7R87B,401828,4698534,0,0,0,2020
7R88A,406550,4698217,0,0,0,2020
7R88B,405035,4698849,0,0,0,2020
7R89A,421172,4698184,0,0,0,2020
7R89B,419279,4698809,0,0,0,2020
7R90A,425467,4699304,0,0,0,2020
7R90B,424176,4698229,0,0,0,2020
8R100A,335344,4683082,0,0,0,2020
8R100B,334508,4684090,0,0,0,2020
8R134A,320088,4686448,0,0,0,2020
8R134B,318759,4687354,0,0,0,2020
8R137A,332397,4684513,0,0,0,2020
8R137B,332475,4686562,0,0,0,2020
8R138A,335527,4686903,0,0,0,2020
8R138B,334225,4687883,0,0,0,2020
8R140A,366763,4687190,0,0,0,2020
8R140B,367731,4685652,0,0,0,2020
8R141A,371299,4687145,0,0,0,2020
8R141B,370243,4684553,0,0,0,2020
8R1801A,311949,4690381,0,0,0,2020
8R1801B,310421,4664055,0,0,0,2020
8R1802A,303916,4668067,0,0,0,2020
8R1802B,306590,4667485,0,0,0,2020
8R1804A,313227,4667850,0,0,0,2020
8R1804B,310816,4668191,0,0,0,2020
8R1819A,342515,4675701,0,0,0,2020
8R1819B,343844,4676390,0,0,0,2020
8R182,289012,4702866,0,0,0,2020
8R1822A,296019,4677536,0,0,0,2020
8R1822B,297702,4679789,0,0,0,2020
8R1838A,320213,4682826,0,0,0,2020
8R1838B,321470,4683365,0,0,0,2020
8R1844A,346956,4681908,0,0,0,2020
8R1844B,347037,4683784,0,0,0,2020
8R1848A,366138,4682167,0,0,0,2020
8R1848B,367142,4683268,0,0,0,2020
8R1849A,370686,4681997,0,0,0,2020
8R1849B,370677,4680992,0,0,0,2020
8R1851A,374758,4682580,0,0,0,2020
8R1851B,376051,4682349,0,0,NA,2020
8R1856A,376457,4686297,0,0,0,2020
8R1856B,374614,4685310,0,0,0,2020
8R1859A,318194,4688151,0,0,0,2020
8R1859B,314827,4686628,0,0,0,2020
8R185A,332805,4691747,0,0,0,2020
8R185B,331949,4690379,0,0,0,2020
8R1860A,317177,4690254,0,0,0,2020
8R1860B,315211,4688481,0,0,0,2020
8R1861A,321234,4690143,0,0,0,2020
8R1861B,322190,4689184,0,0,0,2020
8R186A,335803,4689482,0,0,0,2020
8R186B,334474,4690806,0,0,0,2020
8R19A,308731,4667194,0,0,0,2020
8R19B,307008,4668587,0,0,0,2020
8R2019A,317713,4682875,0,0,0,2020
8R2019B,317948,4684081,0,0,0,2020
8R294,293484,4701688,0,NA,0,2020
8R296,321155,4712227,0,0,0,2020
8R297,304728,4702139,0,0,0,2020
8R298,308665,4702170,0,0,0,2020
8R299,314021,4702227,0,0,0,2020
8R29A,308950,4671614,0,0,0,2020
8R29B,309762,4669357,0,0,0,2020
8R30A,305032,4671451,0,0,0,2020
8R30B,306068,4672420,0,0,0,2020
8R31A,362995,4787161,0,0,0,2020
8R31B,352832,4675452,0,0,0,2020
8R326,291381,4706756,0,0,0,2020
8R327,292843,4705980,0,0,0,2020
8R330,304327,4707010,0,0,0,2020
8R331,307869,4705522,0,0,0,2020
8R332,313997,4705432,0,0,0,2020
8R335,336810,4704827,0,0,0,2020
8R336,339760,4705594,0,0,0,2020
8R356,288662,4709270,0,0,0,2020
8R357,293868,4710376,0,0,0,2020
8R358,331824,4708867,0,0,0,2020
8R359,335519,4710082,0,0,0,2020
8R360,340701,4710963,0,0,0,2020
8R377,339310,4714479,0,0,0,2020
8R390,320409,4718030,0,0,0,2020
8R405,309382,4737387,0,0,0,2020
8R406,320288,4720516,0,0,0,2020
8R407,324435,4720732,0,0,0,2020
8R421,324368,4725570,0,0,0,2020
8R44A,297160,4674736,0,0,0,2020
8R44B,296966,4672869,0,0,0,2020
8R454,297349,4736807,0,0,0,2020
8R455,301363,4736746,0,0,0,2020
8R456,305342,4737577,0,0,0,2020
8R45A,301523,4674066,0,0,0,2020
8R45B,302374,4672781,0,0,0,2020
8R467,304444,4739474,0,0,0,2020
8R468,309957,4740231,0,0,0,2020
8R496,324747,4779474,0,0,0,2020
8R498,332227,4779007,0,0,0,2020
8R507,316643,4783515,0,0,0,2020
8R508,320197,4783576,0,0,0,2020
8R509,325729,4782107,0,0,0,2020
8R511,333050,4783027,0,0,0,2020
8R519,321327,4786557,0,0,0,2020
8R520,324199,4786872,0,0,0,2020
8R521,335670,4778461,0,0,0,2020
8R522,339815,4779286,0,0,0,2020
8R524,358817,4787866,0,0,0,2020
8R525,362995,4787159,0,0,0,2020
8R528,358648,4791942,0,0,0,2020
8R529,363390,4791168,0,0,0,2020
8R536,358569,4795485,0,0,0,2020
8R537,362983,4795118,0,0,0,2020
8R606,337178,4783391,0,0,0,2020
8R607,340260,4783544,0,0,0,2020
8R617,352535,4714798,0,0,0,2020
8R618,355830,4713438,0,0,0,2020
8R619,359417,4713641,0,0,0,2020
8R625,355926,4716268,0,0,0,2020
8R626,358824,4717629,0,0,0,2020
8R635,258441,4721435,0,0,0,2020
8R636,278097,4722066,0,0,0,2020
8R637,355254,4722174,0,0,0,2020
8R644,254266,4725131,0,0,0,2020
8R645,259107,4724589,0,0,0,2020
8R646,263786,4725085,0,0,0,2020
8R647,275512,4725058,0,0,0,2020
8R648,278439,4725940,NA,0,0,2020
8R655,258990,4728509,0,0,0,2020
8R656,273550,4728717,0,0,0,2020
8R657,278868,4730283,0,0,0,2020
8R65A,301155,4679725,0,0,0,2020
8R65B,302292,4678391,0,0,0,2020
8R661,274499,4733025,0,0,0,2020
8R72A,342801,4678721,0,0,0,2020
8R72B,342855,4677217,0,0,0,2020
8R73A,346553,4678217,0,0,0,2020
8R73B,345833,4676731,0,0,0,2020
8R74A,350841,4679256,0,0,0,2020
8R74B,352714,4679030,0,0,0,2020
8R95A,297572,4682876,0,0,0,2020
8R95B,298990,4682056,0,0,0,2020
8R96A,300958,4681859,0,0,0,2020
8R96B,301849,4681055,0,0,0,2020
8R99A,332493,4682613,0,0,0,2020
8R99B,333887,4683186,0,0,0,2020
9R100A,208716,4702303,0,0,0,2020
9R100B,207653,4700914,0,0,0,2020
9R101A,261928,4701357,0,0,0,2020
9R101B,260740,4701306,0,0,0,2020
9R102A,264440,4700496,0,0,0,2020
9R102B,266708,4700040,0,0,0,2020
9R104A,239687,4714410,0,0,0,2020
9R104B,239967,4713361,0,0,0,2020
9R115A,204460,4706118,0,0,0,2020
9R115B,204273,4704993,0,0,0,2020
9R116A,207440,4705437,0,0,0,2020
9R116B,208702,4705309,0,0,0,2020
9R117A,234561,4705748,0,0,0,2020
9R117B,233962,4704084,0,0,0,2020
9R118A,238792,4704337,0,0,0,2020
9R118B,237425,4705774,0,0,0,2020
9R119A,262530,4704967,0,0,0,2020
9R119B,261622,4703822,0,0,0,2020
9R11A,143395,4674529,0,0,0,2020
9R11B,142720,4673604,0,0,0,2020
9R120A,267877,4704925,0,0,0,2020
9R120B,267107,4705976,0,0,0,2020
9R12A,146586,4674874,0,0,0,2020
9R12B,147448,4673757,0,0,0,2020
9R133A,205422,4709950,0,0,0,2020
9R133B,205782,4711245,0,0,0,2020
9R134A,208071,4709674,0,0,0,2020
9R134B,210050,4709032,0,0,0,2020
9R135A,236135,4711038,0,NA,0,2020
9R135B,235621,4709842,0,0,0,2020
9R136A,239386,4709915,0,0,0,2020
9R136B,240972,4710890,0,0,0,2020
9R137A,263692,4708826,0,0,0,2020
9R137B,263033,4710836,0,0,0,2020
9R148A,236624,4713129,0,0,0,2020
9R148B,234030,4713659,0,0,0,2020
9R17A,138679,4678638,0,0,0,2020
9R17B,138879,4679991,0,0,0,2020
9R18A,142948,4679424,0,0,0,2020
9R18B,143259,4677799,0,0,0,2020
9R19A,145896,4679064,0,0,0,2020
9R19B,145617,4677389,0,0,0,2020
9R1A,225081,4664639,NA,NA,0,2020
9R1B,222728,4664428,0,0,0,2020
9R269A,153760,4712387,0,0,0,2020
9R273A,158232,4713640,0,0,0,2020
9R274A,160249,4712940,0,0,0,2020
9R275A,162156,4715990,0,0,0,2020
9R278A,201461,4722264,0,0,NA,2020
9R279A,204073,4720655,0,0,0,2020
9R283A,200583,4724035,0,0,0,2020
9R284A,205132,4725479,0,0,0,2020
9R290A,201617,4730059,0,0,0,2020
9R291A,204413,4728219,0,0,0,2020
9R296A,228385,4735993,0,0,0,2020
9R297A,228194,4740309,0,0,NA,2020
9R298A,222403,4743363,0,0,0,2020
9R299A,228179,4743255,0,0,0,2020
9R2A,228186,4663654,0,NA,NA,2020
9R2B,225918,4663085,0,0,0,2020
9R300A,222712,4749091,0,0,0,2020
9R301A,226879,4747887,0,0,0,2020
9R302A,219463,4752319,0,0,0,2020
9R303A,223131,4753245,0,0,0,2020
9R335A,258831,4701532,0,0,0,2020
9R335B,257744,4701821,0,0,0,2020
9R336A,138123,4684310,0,0,0,2020
9R336B,139178,4683217,0,0,0,2020
9R340A,165286,4713653,0,0,0,2020
9R34A,119460,4686628,0,0,0,2020
9R34B,119994,4685400,NA,0,0,2020
9R354A,165813,4709264,0,0,0,2020
9R35A,122653,4685756,0,0,0,2020
9R35B,121441,4684604,0,0,0,2020
9R36A,126057,4686423,0,0,0,2020
9R36B,127752,4685215,0,0,0,2020
9R3A,222362,4668166,0,0,0,2020
9R3B,222992,4666029,0,0,0,2020
9R46A,118933,4691079,0,0,0,2020
9R46B,117712,4691634,0,0,0,2020
9R47A,123062,4691067,0,0,0,2020
9R47B,121893,4690271,0,0,0,2020
9R48A,125817,4691423,0,0,0,2020
9R48B,126804,4691914,NA,0,0,2020
9R49A,167924,4690142,0,0,0,2020
9R49B,167958,4691745,0,0,0,2020
9R4A,227194,4666402,0,0,0,2020
9R4B,228614,4666397,0,0,0,2020
9R50A,171773,4689349,0,0,0,2020
9R50B,174279,4689980,0,0,0,2020
9R51A,224699,4691985,0,0,0,2020
9R51B,223268,4691753,0,0,0,2020
9R52A,229379,4691407,0,0,0,2020
9R52B,229491,4689895,0,0,0,2020
9R53A,250975,4689154,0,0,0,2020
9R53B,249493,4691213,0,0,0,2020
9R54A,255331,4689218,0,NA,0,2020
9R54B,255140,4690197,0,0,0,2020
9R63A,169818,4695217,0,0,0,2020
9R63B,168773,4694293,0,0,0,2020
9R64A,174642,4694718,0,0,0,2020
9R64B,175172,4696058,0,0,0,2020
9R65A,185037,4692347,0,0,0,2020
9R65B,185812,4693264,0,0,0,2020
9R66A,189840,4694665,0,0,0,2020
9R66B,187814,4692813,0,0,0,2020
9R67A,225473,4695554,0,0,0,2020
9R67B,224575,4696023,0,0,0,2020
9R68A,226176,4693930,0,0,0,2020
9R68B,228579,4695178,0,0,0,2020
9R69A,251832,4695934,0,0,0,2020
9R69B,249780,4695827,0,0,0,2020
9R6A,224480,4672547,0,0,0,2020
9R6B,224688,4670352,0,0,0,2020
9R70A,255505,4695010,0,0,0,2020
9R70B,256481,4693599,0,0,0,2020
9R79A,170646,4699910,0,0,0,2020
9R79B,168320,4699628,0,0,0,2020
9R7A,227710,4671751,0,0,0,2020
9R7B,226484,4671106,0,0,0,2020
9R80A,175130,4698362,0,0,0,2020
9R80B,172780,4697637,0,0,0,2020
9R81A,181149,4696750,0,0,0,2020
9R81B,179241,4696210,0,0,0,2020
9R82A,184341,4697946,0,0,0,2020
9R82B,185063,4696689,0,0,0,2020
9R83A,223869,4698556,0,0,0,2020
9R83B,225124,4696992,0,0,0,2020
9R84A,226190,4698752,0,0,0,2020
9R84B,227669,4699612,0,0,0,2020
9R85A,250831,4698495,0,0,0,2020
9R85B,249891,4697008,0,0,0,2020
9R86A,253551,4699908,0,0,0,2020
9R86B,253334,4697732,0,0,0,2020
9R97A,181604,4702430,0,0,0,2020
9R97B,180888,4700755,0,0,0,2020
9R98A,184750,4701996,0,0,0,2020
9R98B,183801,4703477,0,0,0,2020
9R99A,204926,4702067,0,0,0,2020
9R99B,203297,4701904,0,0,0,2020
4R111A,470538,4700691,0,0,0,2021
4R111B,471256,4703328,0,0,0,2021
4R112A,474239,4700300,0,0,0,2021
4R112B,476214,4702238,0,0,0,2021
4R113A,541414,4702456,0,0,0,2021
4R113B,540662,4701347,0,0,0,2021
4R114A,543305,4702201,0,0,0,2021
4R114B,543747,4700121,0,0,0,2021
4R132A,539695,4704392,0,0,0,2021
4R132B,541733,4703874,0,0,NA,2021
4R146A,519379,4708517,0,0,0,2021
4R146B,516820,4710219,0,0,0,2021
4R147A,520220,4708695,0,0,0,2021
4R147B,522432,4710738,0,0,0,2021
4R154A,477039,4713462,0,0,0,2021
4R154B,475632,4715149,0,0,0,2021
4R155A,477503,4711889,0,0,0,2021
4R155B,479000,4713159,0,0,0,2021
4R156A,517353,4713459,0,0,0,2021
4R156B,519296,4713697,0,0,0,2021
4R157A,521133,4713396,0,0,0,2021
4R157B,522662,4715395,0,0,0,2021
4R15A,481068,4674517,0,0,0,2021
4R15B,480641,4676356,0,NA,0,2021
4R161A,473821,4716855,0,0,0,2021
4R161B,475484,4716574,0,0,0,2021
4R162A,479718,4717683,0,0,0,2021
4R162B,479959,4719284,0,0,0,2021
4R163A,483172,4716670,0,0,0,2021
4R163B,483191,4715972,0,0,0,2021
4R164A,499175,4716965,0,0,0,2021
4R164B,499735,4715505,0,0,0,2021
4R165A,501233,4717195,0,0,0,2021
4R165B,500737,4718475,0,0,0,2021
4R166A,517340,4716381,0,0,0,2021
4R166B,518260,4715569,0,0,0,2021
4R167A,523428,4717272,0,0,0,2021
4R167B,520619,4716939,0,0,0,2021
4R16A,481879,4674204,0,0,0,2021
4R16B,483415,4676586,0,0,0,2021
4R171A,479455,4724565,0,0,0,2021
4R171B,479889,4720337,0,0,0,2021
4R172A,497954,4721425,0,0,0,2021
4R172B,497852,4722928,0,0,0,2021
4R173A,502547,4721194,0,0,0,2021
4R173B,500880,4720994,0,0,0,2021
4R177A,498586,4725240,0,0,0,2021
4R177B,500338,4724338,0,0,0,2021
4R178A,502812,4726097,0,0,0,2021
4R178B,504374,4725393,0,0,0,2021
4R182A,521335,4728810,0,0,0,2021
4R182B,523044,4728136,0,0,0,2021
4R183A,524513,4727579,0,0,0,2021
4R183B,526539,4728616,0,0,0,2021
4R187A,481758,4733375,0,0,0,2021
4R187B,483677,4731975,0,0,0,2021
4R188A,486520,4734458,0,0,0,2021
4R188B,487809,4731680,0,0,0,2021
4R189A,521830,4733377,0,0,0,2021
4R189B,522393,4730982,0,0,0,2021
4R190A,526202,4732514,0,0,0,2021
4R190B,525607,4733893,0,0,0,2021
4R194A,482888,4736403,0,0,0,2021
4R194B,482829,4735219,0,0,0,2021
4R195A,486138,4736469,0,0,0,2021
4R195B,485223,4737143,0,0,0,2021
4R196A,522761,4736664,0,0,0,2021
4R196B,520658,4736919,0,0,0,2021
4R197A,524815,4737789,0,0,0,2021
4R197B,523913,4736337,0,0,0,2021
4R204A,483849,4741146,0,0,0,2021
4R204B,483628,4738700,0,0,0,2021
4R205A,485506,4740292,0,0,0,2021
4R205B,485223,4741918,0,0,0,2021
4R310A,455668,4668379,0,0,0,2021
4R310B,457915,4665826,0,0,0,2021
4R311A,460281,4665200,0,0,0,2021
4R311B,461112,4666266,0,0,0,2021
4R312A,463413,4668820,0,0,0,2021
4R312B,463722,4665684,0,0,0,2021
4R313A,456992,4672337,0,0,0,2021
4R313B,455575,4669509,0,0,0,2021
4R314A,458291,4671934,0,0,0,2021
4R314B,460481,4672702,0,0,0,2021
4R315A,463351,4671912,0,0,0,2021
4R315B,461878,4670722,0,0,0,2021
4R316A,478283,4680462,0,0,0,2021
4R316B,479409,4679227,0,0,0,2021
4R317A,482599,4677274,0,0,0,2021
4R317B,481274,4678924,0,0,0,2021
4R318A,493533,4687543,0,0,0,2021
4R318B,494477,4687315,0,0,0,2021
4R319A,510138,4686758,0,0,0,2021
4R319B,508973,4686437,0,0,0,2021
4R32A,491812,4683237,0,0,0,2021
4R32B,492620,4683915,0,0,0,2021
4R338A,499039,4682802,0,0,0,2021
4R338B,500487,4683897,0,0,0,2021
4R33A,495436,4682574,0,0,0,2021
4R33B,495754,4681333,0,0,0,2021
4R44A,491358,4686321,0,0,0,2021
4R44B,492362,4685801,0,0,0,2021
4R45A,499541,4688130,0,0,0,2021
4R45B,499963,4685870,0,0,0,2021
4R61A,510778,4688794,0,0,0,2021
4R61B,509848,4691655,0,0,0,2021
4R62A,514351,4688791,0,0,0,2021
4R62B,512360,4691739,0,0,0,2021
4R75A,471084,4692790,0,0,0,2021
4R75B,473296,4695905,0,0,0,2021
4R76A,474615,4693574,0,0,0,2021
4R76B,474748,4692201,0,0,0,2021
4R77A,508507,4693910,0,0,0,2021
4R77B,510424,4695458,0,0,0,2021
4R78A,514375,4694425,0,0,0,2021
4R78B,512801,4694774,0,0,0,2021
4R91A,470090,4698195,0,0,0,2021
4R91B,472247,4697682,0,0,0,2021
4R92A,475371,4688345,0,0,0,2021
4R92B,477096,4698395,0,0,0,2021
4R93A,513901,4699212,0,0,0,2021
4R93B,515835,4698887,0,0,0,2021
4R94A,540860,4698540,0,0,0,2021
4R94B,542154,4699696,0,0,0,2021
4R95A,543920,4695804,0,0,0,2021
4R95B,545055,4694236,0,0,0,2021
4R96A,543430,4697253,0,0,0,2021
4R96B,543997,4698907,0,0,0,2021
6R213A,463158,4775131,0,0,0,2021
6R241A,427651,4792037,0,0,0,2021
6R242A,432211,4791847,0,0,0,2021
6R243A,435022,4790296,0,0,0,2021
6R246A,429131,4795436,0,0,0,2021
6R247A,433958,4793190,0,0,0,2021
6R248A,435452,4793534,0,0,0,2021
6R249A,410575,4798133,0,0,0,2021
6R250A,414090,4800139,0,0,0,2021
6R251A,418725,4797633,0,0,0,2021
6R252A,411408,4801894,0,0,0,2021
6R253A,412412,4802266,0,0,0,2021
6R254A,418416,4802372,0,0,0,2021
6R255A,419024,4833341,0,0,0,2021
6R256A,422782,4834834,0,0,0,2021
6R257A,419035,4838006,0,0,0,2021
6R258A,419396,4836850,0,0,0,2021
6R259A,418215,4839678,0,0,0,2021
6R259B,417851,4842169,0,0,0,2021
6R260A,422823,4839797,0,0,0,2021
6R261A,440862,4851868,0,0,0,2021
6R262A,444513,4852060,0,0,0,2021
6R263A,446990,4854247,0,0,0,2021
6R264A,435242,4858110,0,0,0,2021
6R264B,437924,4857923,0,0,NA,2021
6R265A,441940,4855918,0,0,0,2021
6R266A,445498,4855395,0,0,0,2021
6R490,456367,4775956,0,0,0,2021
6R491,460110,4774850,0,0,0,2021
6R501,442717,4780527,0,0,0,2021
6R502,447372,4778674,0,0,0,2021
6R503,458905,4779207,0,0,0,2021
6R504,463380,4779422,0,0,0,2021
6R505,467370,4779405,0,0,0,2021
6R515,444301,4784824,0,0,0,2021
6R516,448551,4782595,0,0,0,2021
6R530,429444,4790214,0,0,0,2021
6R531,431532,4789573,0,0,0,2021
6R532,436814,4791085,0,0,0,2021
6R538,428524,4793322,0,0,0,2021
6R539,433861,4795953,0,0,0,2021
6R540,438033,4794849,0,0,0,2021
6R544,410702,4799247,0,0,0,2021
6R545,412604,4797634,0,0,0,2021
6R546,417283,4798885,0,0,0,2021
6R555,409698,4802767,0,0,0,2021
6R556,413646,4803069,0,0,0,2021
6R557,416732,4803723,0,0,0,2021
6R594,417162,4833558,0,0,0,2021
6R595,420305,4834355,0,0,0,2021
6R596,416243,4837720,0,0,0,2021
6R597,421056,4837635,0,0,0,2021
6R599,420771,4841369,0,0,0,2021
6R600,441980,4852986,0,0,0,2021
6R601,444463,4853211,0,0,0,2021
6R602,447367,4852429,0,0,0,2021
6R604,438754,4855107,0,0,0,2021
6R605,443352,4856868,0,0,0,2021
7R109A,460362,4700760,0,0,0,2021
7R109B,402410,4718918,0,0,NA,2021
7R110A,464388,4703886,0,0,0,2021
7R110B,464989,4705330,0,0,0,2021
7R123,388890,4720675,0,0,0,2021
7R124,393733,4722621,0,0,0,2021
7R125,393549,4725078,0,0,0,2021
7R131A,461397,4706402,0,0,0,2021
7R131B,459304,4705696,0,0,0,2021
7R143A,428260,4708313,0,0,0,2021
7R143B,430638,4708883,0,0,0,2021
7R144A,402343,4718964,0,0,0,2021
